Year,Product Name,Profit,Loss,Total Sale,Total Manufacturing,Remaining Products,Total No of Workers,Salary of Workers,Raw Material Cost,Production Cost
2022,Kurta,21046,0.0,42092,21046,60,104,520000,16705,14807
2021,Kurta,34909,0.0,69818,34909,47,212,1060000,32939,24767
2020,Shirt,99114,0.0,198228,99114,98,157,785000,18411,18792
2020,Saree,43368,0.0,86736,43368,59,136,680000,26310,23731
2023,Lehenga,0,42711.0,82061,82061,121,253,1265000,49235,22164
2023,Saree,0,39011.0,85890,85890,122,108,540000,18802,28766
2022,Dupatta,30352,0.0,60704,30352,106,114,570000,24675,10475
2023,Saree,29223,0.0,58446,29223,94,187,935000,41929,18428
2023,Kurta,98254,0.0,196508,98254,101,198,990000,30613,29210
2023,Dupatta,86851,0.0,173702,86851,141,204,1020000,45952,19859
2020,Saree,0,29182.0,74360,74360,57,253,1265000,48844,18573
2020,Dupatta,0,45783.0,65829,65829,130,290,1450000,35008,27854
2020,Lehenga,33767,0.0,67534,33767,118,297,1485000,16530,13264
2023,Saree,92002,0.0,184004,92002,149,204,1020000,46205,22748
2020,Pants,51028,0.0,102056,51028,95,126,630000,41163,22501
2023,Kurta,67953,0.0,135906,67953,124,281,1405000,40915,13724
2020,Dupatta,77965,0.0,155930,77965,61,182,910000,30566,28894
2020,Pants,89776,0.0,179552,89776,47,258,1290000,10890,26898
2021,Pants,51459,0.0,102918,51459,50,131,655000,38282,13467
2022,Shirt,44689,0.0,89378,44689,146,229,1145000,48014,26593
2023,Dupatta,87982,0.0,175964,87982,51,117,585000,13921,22771
2021,Pants,23346,0.0,46692,23346,87,127,635000,37548,19944
2020,Shirt,65179,0.0,130358,65179,142,170,850000,40891,26270
2023,Pants,60517,0.0,121034,60517,102,216,1080000,22686,14039
2020,Kurta,89678,0.0,179356,89678,66,199,995000,45146,15232
2022,Lehenga,0,12023.0,69498,69498,74,187,935000,39434,19698
2021,Shirt,78916,0.0,157832,78916,41,191,955000,15358,23925
2022,Lehenga,68575,0.0,137150,68575,138,252,1260000,44850,11068
2021,Dupatta,65039,0.0,130078,65039,134,138,690000,35353,20895
2020,Kurta,69955,0.0,139910,69955,47,276,1380000,25004,25994
2022,Shirt,75871,0.0,151742,75871,59,231,1155000,21949,13856
2022,Dupatta,80678,0.0,161356,80678,47,151,755000,41449,28149
2020,Pants,51351,0.0,102702,51351,102,221,1105000,33784,16685
2022,Saree,0,18592.0,61467,61467,107,167,835000,13567,21025
2023,Dupatta,0,41109.0,50346,50346,70,156,780000,32316,25331
2021,Lehenga,94797,0.0,189594,94797,71,112,560000,48105,14571
2021,Kurta,0,30816.0,63369,63369,52,292,1460000,32507,26955
2021,Kurta,35804,0.0,71608,35804,125,162,810000,32099,26378
2023,Dupatta,65101,0.0,130202,65101,65,170,850000,30737,29609
2021,Pants,80115,0.0,160230,80115,120,252,1260000,11734,22936
2020,Saree,98363,0.0,196726,98363,68,122,610000,13466,14561
2022,Lehenga,64700,0.0,129400,64700,130,129,645000,43695,10224
2023,Dupatta,0,36499.0,95114,95114,125,212,1060000,47112,21208
2021,Dupatta,39477,0.0,78954,39477,57,288,1440000,38592,25019
2020,Kurta,36127,0.0,72254,36127,108,234,1170000,32596,15673
2022,Lehenga,46049,0.0,92098,46049,51,153,765000,33448,29912
2022,Saree,32473,0.0,64946,32473,41,208,1040000,22941,24834
2023,Kurta,81836,0.0,163672,81836,81,244,1220000,12699,11897
2023,Dupatta,62464,0.0,124928,62464,46,196,980000,26251,12849
2023,Kurta,0,35944.0,63997,63997,86,159,795000,43107,10741
2020,Kurta,80878,0.0,161756,80878,129,165,825000,47748,20133
2020,Shirt,54208,0.0,108416,54208,93,265,1325000,25633,18900
2023,Kurta,94683,0.0,189366,94683,142,240,1200000,16400,22480
2021,Pants,61514,0.0,123028,61514,54,151,755000,38522,18345
2022,Kurta,0,42262.0,93518,93518,97,279,1395000,28947,18657
2022,Pants,51516,0.0,103032,51516,72,131,655000,46107,18758
2020,Lehenga,96982,0.0,193964,96982,106,108,540000,30383,14057
2022,Kurta,83878,0.0,167756,83878,102,116,580000,19572,12814
2021,Saree,65099,0.0,130198,65099,145,225,1125000,14942,25374
2022,Pants,33188,0.0,66376,33188,87,181,905000,12355,15569
2020,Pants,71188,0.0,142376,71188,105,139,695000,22130,26052
2020,Dupatta,25560,0.0,51120,25560,120,203,1015000,29163,18202
2021,Lehenga,56397,0.0,112794,56397,104,281,1405000,32301,22857
2021,Kurta,97193,0.0,194386,97193,75,227,1135000,18830,27388
2022,Saree,58082,0.0,116164,58082,146,281,1405000,29069,22243
2022,Dupatta,61430,0.0,122860,61430,56,255,1275000,14075,14905
2020,Lehenga,70522,0.0,141044,70522,41,299,1495000,31186,14944
2021,Pants,60397,0.0,120794,60397,72,277,1385000,24533,24532
2021,Saree,96860,0.0,193720,96860,132,117,585000,27758,16304
2021,Kurta,45247,0.0,90494,45247,45,240,1200000,33559,10498
2022,Shirt,39943,0.0,79886,39943,82,260,1300000,48118,16315
2021,Shirt,0,46092.0,94349,94349,139,242,1210000,28110,17000
2020,Lehenga,0,28261.0,86211,86211,127,265,1325000,25452,21214
2020,Saree,64514,0.0,129028,64514,50,105,525000,24351,15939
2022,Dupatta,72385,0.0,144770,72385,44,144,720000,34176,22319
2023,Saree,0,46443.0,74686,74686,69,286,1430000,17980,14390
2022,Pants,87008,0.0,174016,87008,49,197,985000,48083,23901
2023,Shirt,46955,0.0,93910,46955,140,218,1090000,49817,17486
2021,Lehenga,67367,0.0,134734,67367,130,177,885000,49375,23843
2022,Kurta,0,33345.0,82790,82790,130,147,735000,29346,27935
2020,Saree,0,20111.0,70200,70200,63,210,1050000,14913,23469
2021,Shirt,63341,0.0,126682,63341,98,268,1340000,13572,23416
2020,Dupatta,0,26389.0,60155,60155,106,182,910000,36065,22178
2021,Lehenga,24753,0.0,49506,24753,100,203,1015000,29279,10725
2022,Kurta,0,48301.0,63074,63074,141,173,865000,38504,25716
2023,Saree,28645,0.0,57290,28645,65,154,770000,20737,14681
2021,Dupatta,60024,0.0,120048,60024,148,160,800000,43231,16727
2023,Kurta,29635,0.0,59270,29635,78,101,505000,36965,14429
2021,Pants,0,19713.0,68091,68091,121,215,1075000,32167,24026
2020,Shirt,29940,0.0,59880,29940,42,101,505000,16294,14457
2020,Pants,55169,0.0,110338,55169,77,175,875000,45701,10934
2021,Shirt,0,47943.0,94042,94042,81,109,545000,45710,19264
2023,Dupatta,65200,0.0,130400,65200,87,175,875000,22983,25972
2022,Pants,76329,0.0,152658,76329,128,266,1330000,16356,14585
2022,Shirt,71158,0.0,142316,71158,52,101,505000,33112,13812
2020,Lehenga,0,46646.0,56715,56715,128,220,1100000,24245,22420
2022,Dupatta,0,29853.0,88821,88821,127,164,820000,37419,10872
2020,Shirt,53677,0.0,107354,53677,95,293,1465000,49099,28990
2022,Saree,86296,0.0,172592,86296,144,180,900000,46411,13268
2021,Shirt,43022,0.0,86044,43022,98,279,1395000,43535,22030
2020,Pants,91148,0.0,182296,91148,102,184,920000,18575,13984
2020,Lehenga,47265,0.0,94530,47265,119,143,715000,11337,15273
2021,Kurta,0,19013.0,70199,70199,82,133,665000,30781,24733
2020,Kurta,29551,0.0,59102,29551,144,172,860000,38618,29035
2022,Shirt,0,13093.0,75322,75322,145,205,1025000,46827,28819
2022,Kurta,62987,0.0,125974,62987,114,272,1360000,12147,24978
2020,Shirt,0,21304.0,50514,50514,96,259,1295000,11411,20574
2022,Lehenga,0,42521.0,53039,53039,60,104,520000,32973,26751
2023,Kurta,90639,0.0,181278,90639,134,209,1045000,41189,28993
2020,Pants,44090,0.0,88180,44090,93,290,1450000,46918,17615
2021,Pants,0,36881.0,55861,55861,118,168,840000,40616,17945
2023,Saree,37330,0.0,74660,37330,92,153,765000,16898,24844
2020,Shirt,25257,0.0,50514,25257,84,137,685000,46819,28273
2021,Kurta,0,40767.0,68725,68725,75,236,1180000,13392,26164
2022,Pants,0,45318.0,89104,89104,102,160,800000,41811,28531
2021,Lehenga,71663,0.0,143326,71663,146,194,970000,13467,27785
2023,Lehenga,54956,0.0,109912,54956,40,120,600000,38824,22715
2022,Saree,35615,0.0,71230,35615,131,135,675000,18417,26712
2020,Lehenga,20881,0.0,41762,20881,136,100,500000,20931,11023
2022,Lehenga,21847,0.0,43694,21847,106,249,1245000,44101,18955
2020,Kurta,71127,0.0,142254,71127,118,242,1210000,30768,26416
2020,Shirt,57336,0.0,114672,57336,72,145,725000,32022,24455
2021,Dupatta,59931,0.0,119862,59931,71,164,820000,47736,13168
2021,Lehenga,63924,0.0,127848,63924,126,105,525000,20906,10385
2021,Lehenga,42966,0.0,85932,42966,97,267,1335000,36274,16756
2023,Dupatta,0,43993.0,86130,86130,65,262,1310000,13082,29772
2023,Lehenga,31320,0.0,62640,31320,100,180,900000,45172,12589
2021,Kurta,77841,0.0,155682,77841,56,288,1440000,25148,18271
2023,Kurta,85125,0.0,170250,85125,112,250,1250000,36570,10393
2022,Dupatta,87752,0.0,175504,87752,108,247,1235000,42179,10666
2022,Pants,81858,0.0,163716,81858,68,127,635000,32843,24209
2023,Lehenga,78714,0.0,157428,78714,102,264,1320000,47467,23661
2023,Pants,31780,0.0,63560,31780,45,234,1170000,13385,29309
2022,Lehenga,96230,0.0,192460,96230,144,148,740000,49397,17978
2020,Shirt,90345,0.0,180690,90345,98,123,615000,48177,28642
2022,Lehenga,21929,0.0,43858,21929,138,179,895000,34822,17266
2022,Kurta,34244,0.0,68488,34244,60,112,560000,22699,28698
2023,Saree,31116,0.0,62232,31116,84,191,955000,20812,24973
2022,Saree,55895,0.0,111790,55895,84,234,1170000,25224,10031
2023,Saree,0,26011.0,86258,86258,126,114,570000,48509,27404
2023,Saree,43867,0.0,87734,43867,74,186,930000,20177,24288
2021,Pants,21208,0.0,42416,21208,91,250,1250000,42143,24108
2022,Pants,64085,0.0,128170,64085,85,223,1115000,19671,14563
2020,Lehenga,85572,0.0,171144,85572,105,168,840000,20983,10291
2021,Pants,85234,0.0,170468,85234,96,190,950000,14220,17598
2023,Lehenga,31252,0.0,62504,31252,81,159,795000,42526,18791
2023,Shirt,27006,0.0,54012,27006,112,109,545000,28691,10170
2020,Lehenga,90883,0.0,181766,90883,116,150,750000,24023,16511
2023,Saree,0,37132.0,80691,80691,146,163,815000,30751,24403
2022,Dupatta,48517,0.0,97034,48517,137,205,1025000,46404,12930
2021,Dupatta,0,19531.0,74532,74532,55,298,1490000,34977,12939
2023,Kurta,53577,0.0,107154,53577,44,155,775000,29508,20109
2023,Kurta,47648,0.0,95296,47648,40,259,1295000,10895,26495
2020,Lehenga,89654,0.0,179308,89654,143,250,1250000,49139,24080
2022,Dupatta,0,14556.0,87935,87935,61,281,1405000,16077,26738
2023,Saree,98619,0.0,197238,98619,87,190,950000,46531,13642
2020,Pants,69647,0.0,139294,69647,149,184,920000,39042,28693
2023,Saree,98723,0.0,197446,98723,65,206,1030000,30280,26101
2020,Saree,20424,0.0,40848,20424,73,297,1485000,29478,19554
2020,Lehenga,71899,0.0,143798,71899,97,288,1440000,27743,25779
2022,Lehenga,46641,0.0,93282,46641,124,178,890000,25589,15020
2023,Shirt,54750,0.0,109500,54750,46,208,1040000,11553,23224
2022,Saree,43154,0.0,86308,43154,64,201,1005000,28919,20623
2020,Saree,68166,0.0,136332,68166,96,247,1235000,34562,14424
2021,Lehenga,31992,0.0,63984,31992,51,280,1400000,25069,12919
2023,Lehenga,54001,0.0,108002,54001,70,242,1210000,23734,23052
2021,Shirt,0,12717.0,53178,53178,66,128,640000,27767,18964
2023,Shirt,61524,0.0,123048,61524,125,169,845000,17680,12064
2022,Kurta,88555,0.0,177110,88555,73,179,895000,45163,18026
2022,Dupatta,21304,0.0,42608,21304,120,164,820000,46051,16225
2022,Saree,0,46160.0,73815,73815,114,289,1445000,37200,29227
2022,Saree,30022,0.0,60044,30022,132,297,1485000,20769,16249
2022,Shirt,95886,0.0,191772,95886,73,115,575000,45929,11683
2021,Shirt,97354,0.0,194708,97354,76,153,765000,35613,26530
2022,Kurta,0,34538.0,69708,69708,97,196,980000,26402,13079
2020,Dupatta,89498,0.0,178996,89498,99,106,530000,31585,24609
2020,Kurta,78824,0.0,157648,78824,65,159,795000,35196,13876
2021,Dupatta,90390,0.0,180780,90390,148,109,545000,15951,21948
2023,Pants,54307,0.0,108614,54307,84,152,760000,15382,12558
2020,Saree,88480,0.0,176960,88480,84,107,535000,36089,26366
2023,Kurta,0,48890.0,76138,76138,71,225,1125000,28768,18926
2021,Shirt,23244,0.0,46488,23244,140,184,920000,45101,25873
2023,Kurta,42720,0.0,85440,42720,108,189,945000,47117,18078
2023,Pants,45090,0.0,90180,45090,123,136,680000,39987,18762
2023,Kurta,0,19800.0,67928,67928,110,231,1155000,35877,17529
2023,Saree,68536,0.0,137072,68536,146,183,915000,25949,21484
2021,Pants,0,49407.0,72235,72235,62,203,1015000,35213,19939
2020,Shirt,21601,0.0,43202,21601,104,122,610000,44031,27803
2022,Shirt,0,33402.0,94189,94189,78,236,1180000,10918,25544
2023,Lehenga,70374,0.0,140748,70374,106,265,1325000,14915,27232
2020,Pants,0,37224.0,75101,75101,84,144,720000,27064,16930
2020,Lehenga,32521,0.0,65042,32521,106,272,1360000,23124,23560
2021,Lehenga,96019,0.0,192038,96019,102,245,1225000,26381,20225
2020,Saree,28058,0.0,56116,28058,109,145,725000,23234,25987
2021,Kurta,33704,0.0,67408,33704,134,101,505000,10472,17604
2023,Shirt,78933,0.0,157866,78933,93,275,1375000,36368,15801
2023,Shirt,91101,0.0,182202,91101,66,116,580000,41191,19587
2022,Kurta,0,14750.0,79590,79590,132,217,1085000,18032,19539
2022,Shirt,57256,0.0,114512,57256,118,115,575000,20935,18899
2022,Kurta,77352,0.0,154704,77352,75,209,1045000,47092,19046
2020,Pants,50615,0.0,101230,50615,44,272,1360000,15958,28467
2023,Saree,0,23820.0,88940,88940,106,147,735000,38240,17626
2021,Saree,35512,0.0,71024,35512,90,251,1255000,30528,29738
2022,Saree,28301,0.0,56602,28301,128,194,970000,14822,19822
2021,Kurta,93993,0.0,187986,93993,71,292,1460000,15808,21438
2021,Kurta,91028,0.0,182056,91028,60,191,955000,39281,17103
2022,Dupatta,88759,0.0,177518,88759,56,260,1300000,22324,12949
2023,Shirt,83058,0.0,166116,83058,112,205,1025000,21593,13511
2022,Shirt,0,45422.0,71017,71017,65,202,1010000,17551,27535
2021,Dupatta,43434,0.0,86868,43434,61,231,1155000,21230,25093
2022,Dupatta,50341,0.0,100682,50341,80,100,500000,35353,21661
2021,Saree,35007,0.0,70014,35007,149,132,660000,26106,26661
2021,Dupatta,0,45837.0,59941,59941,98,289,1445000,25205,18522
2022,Kurta,0,28347.0,75416,75416,126,230,1150000,44217,16503
2020,Lehenga,35674,0.0,71348,35674,114,200,1000000,31834,17731
2022,Kurta,35426,0.0,70852,35426,49,144,720000,14503,10870
2020,Dupatta,92631,0.0,185262,92631,126,120,600000,40002,16245
2021,Shirt,64791,0.0,129582,64791,44,291,1455000,31947,18568
2021,Kurta,23255,0.0,46510,23255,94,172,860000,20388,29020
2020,Shirt,53826,0.0,107652,53826,65,156,780000,27844,21013
2021,Kurta,24944,0.0,49888,24944,43,267,1335000,48149,14093
2020,Shirt,0,30978.0,68649,68649,146,161,805000,40347,19013
2020,Pants,50497,0.0,100994,50497,66,270,1350000,21148,28247
2021,Kurta,47723,0.0,95446,47723,141,220,1100000,49860,15978
2023,Shirt,55287,0.0,110574,55287,137,273,1365000,23008,25703
2020,Lehenga,31845,0.0,63690,31845,97,299,1495000,43863,16495
2022,Saree,0,23713.0,95648,95648,42,123,615000,19855,25762
2022,Kurta,92986,0.0,185972,92986,89,251,1255000,21065,23666
2021,Lehenga,0,41207.0,58904,58904,135,237,1185000,22430,13753
2023,Saree,0,16303.0,91026,91026,65,198,990000,35766,26178
2021,Kurta,45463,0.0,90926,45463,57,167,835000,29525,19425
2023,Lehenga,20744,0.0,41488,20744,46,156,780000,47855,28453
2020,Lehenga,56282,0.0,112564,56282,84,271,1355000,15117,11184
2020,Pants,72082,0.0,144164,72082,52,174,870000,26089,28790
2020,Lehenga,74689,0.0,149378,74689,45,206,1030000,48825,25713
2020,Pants,96407,0.0,192814,96407,74,147,735000,31847,11878
2022,Dupatta,99072,0.0,198144,99072,134,176,880000,26242,10829
2022,Shirt,84766,0.0,169532,84766,145,254,1270000,37900,24204
2021,Saree,0,16142.0,75336,75336,92,129,645000,18897,22301
2023,Shirt,23217,0.0,46434,23217,140,145,725000,30264,10047
2020,Shirt,50359,0.0,100718,50359,146,239,1195000,38928,13575
2020,Pants,73509,0.0,147018,73509,107,219,1095000,17638,28118
2023,Shirt,81970,0.0,163940,81970,81,159,795000,17456,19313
2023,Lehenga,42357,0.0,84714,42357,43,246,1230000,22907,15384
2021,Pants,0,13755.0,55260,55260,99,203,1015000,24884,23558
2023,Shirt,58570,0.0,117140,58570,84,167,835000,11848,19911
2020,Pants,27034,0.0,54068,27034,111,281,1405000,46344,16926
2020,Dupatta,36263,0.0,72526,36263,141,261,1305000,19738,24966
2020,Pants,62180,0.0,124360,62180,114,217,1085000,39779,18926
2020,Kurta,70099,0.0,140198,70099,105,223,1115000,15869,29900
2020,Lehenga,94312,0.0,188624,94312,121,216,1080000,20798,26015
2021,Saree,95348,0.0,190696,95348,121,106,530000,22225,28290
2020,Kurta,46925,0.0,93850,46925,61,181,905000,10344,11262
2021,Kurta,39575,0.0,79150,39575,51,269,1345000,28810,26941
2020,Kurta,42231,0.0,84462,42231,120,295,1475000,46995,16470
2022,Shirt,96935,0.0,193870,96935,90,152,760000,44002,29746
2022,Pants,67731,0.0,135462,67731,56,235,1175000,47580,22353
2022,Pants,43100,0.0,86200,43100,75,249,1245000,46940,24648
2022,Shirt,30768,0.0,61536,30768,132,125,625000,19355,18047
2021,Lehenga,79337,0.0,158674,79337,88,290,1450000,31412,26673
2021,Shirt,70697,0.0,141394,70697,55,273,1365000,18945,28658
2023,Shirt,31357,0.0,62714,31357,144,216,1080000,42406,29979
2020,Shirt,86973,0.0,173946,86973,114,180,900000,44358,25296
2022,Lehenga,44946,0.0,89892,44946,83,271,1355000,22354,21484
2021,Lehenga,91038,0.0,182076,91038,146,289,1445000,22291,27230
2020,Dupatta,0,10830.0,63657,63657,148,263,1315000,13089,29193
2020,Dupatta,25566,0.0,51132,25566,61,140,700000,20763,20509
2021,Dupatta,61576,0.0,123152,61576,133,210,1050000,30735,24517
2022,Dupatta,73318,0.0,146636,73318,47,181,905000,22877,21145
2023,Pants,89550,0.0,179100,89550,149,254,1270000,38479,21135
2020,Kurta,71408,0.0,142816,71408,57,169,845000,49634,17473
2023,Kurta,73506,0.0,147012,73506,149,197,985000,15858,14982
2022,Dupatta,99149,0.0,198298,99149,119,268,1340000,46896,28303
2022,Dupatta,60167,0.0,120334,60167,123,104,520000,35927,17779
2023,Saree,53699,0.0,107398,53699,142,284,1420000,29874,27242
2022,Kurta,69545,0.0,139090,69545,111,256,1280000,38563,16896
2020,Saree,0,49342.0,86959,86959,133,221,1105000,31328,27523
2023,Saree,43386,0.0,86772,43386,77,111,555000,16723,19226
2022,Shirt,79273,0.0,158546,79273,68,252,1260000,11073,18358
2023,Pants,61585,0.0,123170,61585,116,261,1305000,18861,17177
2020,Lehenga,27509,0.0,55018,27509,120,174,870000,40465,28207
2022,Kurta,96607,0.0,193214,96607,143,123,615000,18654,11971
2020,Dupatta,0,23693.0,79079,79079,146,214,1070000,43144,18519
2022,Dupatta,97150,0.0,194300,97150,120,212,1060000,45361,15166
2021,Lehenga,95837,0.0,191674,95837,112,290,1450000,26819,29980
2022,Kurta,0,16121.0,61381,61381,41,162,810000,35596,23689
2023,Dupatta,62851,0.0,125702,62851,98,237,1185000,35299,15954
2022,Dupatta,96910,0.0,193820,96910,81,232,1160000,45707,27204
2020,Shirt,54407,0.0,108814,54407,127,188,940000,41658,22084
2020,Saree,66606,0.0,133212,66606,60,280,1400000,42752,21384
2022,Dupatta,0,38304.0,66056,66056,149,127,635000,18182,21049
2023,Pants,65652,0.0,131304,65652,41,292,1460000,23632,23084
2021,Kurta,30248,0.0,60496,30248,44,144,720000,38940,29162
2023,Pants,30515,0.0,61030,30515,56,293,1465000,44975,25133
2021,Lehenga,30830,0.0,61660,30830,63,276,1380000,48263,12682
2020,Shirt,80631,0.0,161262,80631,47,210,1050000,30599,10488
2023,Kurta,26799,0.0,53598,26799,69,267,1335000,45284,25438
2021,Shirt,94083,0.0,188166,94083,89,293,1465000,45437,11338
2022,Saree,34328,0.0,68656,34328,61,223,1115000,31874,11133
2020,Dupatta,0,32458.0,71283,71283,98,190,950000,47867,21113
2022,Kurta,41058,0.0,82116,41058,63,235,1175000,38602,14651
2020,Lehenga,66696,0.0,133392,66696,65,126,630000,43912,20648
2023,Saree,0,44110.0,51467,51467,100,244,1220000,13008,13162
2023,Saree,0,34063.0,71236,71236,47,295,1475000,46397,26622
2020,Shirt,43306,0.0,86612,43306,51,271,1355000,33889,18961
2020,Saree,48210,0.0,96420,48210,53,130,650000,32908,17410
2020,Kurta,65693,0.0,131386,65693,69,104,520000,23817,17120
2023,Shirt,48239,0.0,96478,48239,94,159,795000,39237,24810
2021,Saree,88917,0.0,177834,88917,138,188,940000,26193,14086
2022,Lehenga,27447,0.0,54894,27447,100,246,1230000,18049,26109
2022,Pants,40271,0.0,80542,40271,101,200,1000000,19219,27160
2023,Kurta,85875,0.0,171750,85875,70,141,705000,22278,24012
2022,Lehenga,0,44612.0,56101,56101,131,122,610000,44704,15015
2020,Lehenga,46221,0.0,92442,46221,149,220,1100000,14847,24501
2021,Shirt,84388,0.0,168776,84388,66,208,1040000,44383,28117
2022,Dupatta,0,40545.0,57547,57547,139,176,880000,47064,12948
2021,Shirt,93269,0.0,186538,93269,40,116,580000,32489,17235
2020,Kurta,90585,0.0,181170,90585,80,213,1065000,28504,26066
2022,Kurta,63086,0.0,126172,63086,53,157,785000,36335,24572
2023,Shirt,20638,0.0,41276,20638,113,276,1380000,36032,28077
2021,Dupatta,93245,0.0,186490,93245,89,230,1150000,37416,20710
2020,Shirt,90679,0.0,181358,90679,81,195,975000,43884,21325
2021,Kurta,82934,0.0,165868,82934,110,144,720000,15783,27330
2022,Dupatta,86760,0.0,173520,86760,79,134,670000,46955,24954
2022,Kurta,67234,0.0,134468,67234,53,101,505000,28963,14937
2023,Dupatta,81049,0.0,162098,81049,139,146,730000,28514,16898
2020,Dupatta,83843,0.0,167686,83843,130,102,510000,25433,20994
2020,Shirt,0,33227.0,52760,52760,50,256,1280000,20683,11124
2023,Shirt,29741,0.0,59482,29741,102,227,1135000,30326,25641
2023,Shirt,0,10200.0,89189,89189,145,119,595000,30663,11388
2020,Dupatta,81489,0.0,162978,81489,88,261,1305000,24913,13647
2021,Dupatta,42991,0.0,85982,42991,76,139,695000,12712,26348
2021,Kurta,0,26899.0,62648,62648,145,208,1040000,22497,27223
2023,Lehenga,77304,0.0,154608,77304,49,164,820000,48271,11206
2021,Shirt,0,15871.0,84161,84161,93,189,945000,42218,19847
2020,Pants,95103,0.0,190206,95103,46,162,810000,22881,14872
2022,Kurta,0,31834.0,86461,86461,120,155,775000,14599,24083
2022,Kurta,0,41325.0,95267,95267,51,259,1295000,22764,27362
2021,Saree,35330,0.0,70660,35330,140,165,825000,15416,26934
2023,Shirt,36464,0.0,72928,36464,140,195,975000,22731,18491
2023,Kurta,0,31223.0,71762,71762,94,268,1340000,37307,15388
2023,Saree,69409,0.0,138818,69409,75,256,1280000,11985,21208
2023,Pants,0,39546.0,68083,68083,46,215,1075000,41953,23591
2023,Pants,69274,0.0,138548,69274,63,186,930000,22677,26381
2021,Shirt,92799,0.0,185598,92799,73,150,750000,24250,28479
2022,Dupatta,75810,0.0,151620,75810,104,111,555000,40674,26588
2022,Saree,98727,0.0,197454,98727,68,143,715000,12567,24946
2021,Dupatta,0,32874.0,67504,67504,65,237,1185000,14340,23261
2023,Pants,52734,0.0,105468,52734,113,182,910000,18153,11985
2021,Pants,0,36972.0,88097,88097,104,189,945000,22084,20165
2022,Lehenga,70546,0.0,141092,70546,84,108,540000,28295,22052
2020,Lehenga,55120,0.0,110240,55120,56,256,1280000,27094,13746
2021,Lehenga,68484,0.0,136968,68484,144,256,1280000,44358,17311
2023,Lehenga,0,13696.0,63065,63065,75,191,955000,39603,28087
2022,Kurta,0,33385.0,98739,98739,112,288,1440000,41933,22837
2022,Lehenga,75113,0.0,150226,75113,142,224,1120000,39326,21428
2022,Kurta,73096,0.0,146192,73096,102,163,815000,42352,18165
2022,Kurta,0,28013.0,97124,97124,62,230,1150000,44384,11793
2023,Shirt,0,30402.0,67112,67112,132,214,1070000,38442,16101
2020,Kurta,50269,0.0,100538,50269,105,222,1110000,25568,19902
2022,Kurta,37085,0.0,74170,37085,121,231,1155000,23251,15658
2021,Lehenga,55702,0.0,111404,55702,131,282,1410000,43520,21813
2020,Kurta,99883,0.0,199766,99883,81,241,1205000,36507,10683
2022,Dupatta,33502,0.0,67004,33502,110,201,1005000,49702,10022
2020,Lehenga,66479,0.0,132958,66479,114,176,880000,17985,20680
2021,Saree,99384,0.0,198768,99384,110,255,1275000,34906,28175
2022,Lehenga,0,47257.0,61696,61696,82,162,810000,45811,14782
2021,Kurta,0,12016.0,66999,66999,127,266,1330000,35242,21359
2023,Dupatta,0,43743.0,83138,83138,94,207,1035000,29770,29879
2022,Lehenga,66865,0.0,133730,66865,95,291,1455000,31061,22749
2022,Dupatta,67404,0.0,134808,67404,118,287,1435000,18882,22916
2022,Saree,77423,0.0,154846,77423,70,247,1235000,24816,10751
2022,Pants,94379,0.0,188758,94379,122,127,635000,28087,17595
2023,Saree,51152,0.0,102304,51152,95,223,1115000,16787,13426
2022,Pants,50737,0.0,101474,50737,113,241,1205000,12337,18499
2020,Shirt,74325,0.0,148650,74325,87,176,880000,29335,24756
2022,Pants,58767,0.0,117534,58767,91,174,870000,17815,28252
2023,Shirt,0,30931.0,89535,89535,111,201,1005000,35832,10711
2022,Lehenga,22002,0.0,44004,22002,40,285,1425000,18223,26909
2020,Shirt,0,27243.0,71722,71722,41,138,690000,26148,17321
2023,Dupatta,75713,0.0,151426,75713,132,285,1425000,34767,22334
2023,Shirt,61815,0.0,123630,61815,81,242,1210000,14502,14701
2020,Dupatta,84997,0.0,169994,84997,113,172,860000,34408,28930
2020,Pants,80859,0.0,161718,80859,145,230,1150000,32086,10906
2020,Pants,83236,0.0,166472,83236,48,104,520000,25657,20610
2020,Pants,98243,0.0,196486,98243,70,191,955000,44850,23079
2020,Shirt,42743,0.0,85486,42743,135,269,1345000,13969,24331
2023,Pants,76739,0.0,153478,76739,41,242,1210000,48107,16388
2023,Shirt,96326,0.0,192652,96326,63,102,510000,26070,13665
2022,Shirt,50339,0.0,100678,50339,140,262,1310000,32121,15654
2022,Kurta,54121,0.0,108242,54121,82,234,1170000,28763,12925
2021,Kurta,62995,0.0,125990,62995,109,193,965000,28440,26518
2022,Shirt,72032,0.0,144064,72032,111,251,1255000,49091,10736
2022,Dupatta,0,30328.0,80199,80199,143,258,1290000,32530,18329
2020,Lehenga,0,10209.0,79432,79432,128,177,885000,19493,11876
2020,Saree,0,19800.0,59139,59139,145,179,895000,44595,16856
2022,Kurta,0,10213.0,92415,92415,82,214,1070000,30646,13958
2021,Shirt,67918,0.0,135836,67918,90,103,515000,31777,27821
2020,Saree,77235,0.0,154470,77235,128,230,1150000,44384,28671
2022,Kurta,26125,0.0,52250,26125,85,227,1135000,20978,16680
2022,Lehenga,67511,0.0,135022,67511,114,108,540000,24530,10216
2023,Dupatta,0,32281.0,72715,72715,138,167,835000,33180,29312
2021,Shirt,30114,0.0,60228,30114,40,217,1085000,35872,29467
